neck_angle,shoulder_tilt,spine_lean_angle,forward_head_offset,shoulder_hip_alignment,ear_shoulder_dist,shoulder_symmetry,lateral_lean,label_raw,label,subject
178.872,4.6503,179.1882,0.0503,178.872,0.0912,0.8877,0.5845,TUP,Good Posture,5
169.8722,4.0265,179.6304,1.6409,169.8722,0.0968,0.899,0.2669,TUP,Good Posture,5
169.6421,3.8756,179.7401,1.7615,169.6421,0.1005,0.9019,0.1881,TUP,Good Posture,5
169.5971,3.7882,179.7592,1.7784,169.5971,0.1008,0.9034,0.1739,TUP,Good Posture,5
170.0105,3.4952,179.956,1.6725,170.0105,0.0968,0.908,0.0311,TUP,Good Posture,5
170.8857,3.6173,179.9536,1.538,170.8857,0.0976,0.9053,0.0329,TUP,Good Posture,5
171.2983,3.6593,179.9923,1.4571,171.2983,0.0963,0.9045,0.0019,TUP,Good Posture,5
149.2506,8.9306,172.3172,3.256,149.2506,0.0831,0.951,5.5388,TUP,Good Posture,5
162.1206,8.848,171.8423,1.3405,162.1206,0.0794,0.9533,5.8745,TUP,Good Posture,5
164.629,9.3321,172.3775,1.0628,164.629,0.0788,0.9382,5.4329,TUP,Good Posture,5
166.3064,9.6658,172.7246,0.8818,166.3064,0.0789,0.9288,5.1412,TUP,Good Posture,5
168.9329,9.4201,172.6903,0.5207,168.9329,0.0795,0.935,5.2242,TUP,Good Posture,5
171.4511,9.3885,173.4464,0.2739,171.4511,0.0787,0.931,4.6853,TUP,Good Posture,5
170.8687,9.0287,173.4443,0.3555,170.8687,0.0791,0.9368,4.7108,TUP,Good Posture,5
170.3709,8.9993,173.4214,0.4088,170.3709,0.0768,0.9365,4.7246,TUP,Good Posture,5
172.3848,9.0622,173.1028,0.095,172.3848,0.0758,0.9364,4.9596,TUP,Good Posture,5
172.079,9.1764,173.133,0.1328,172.079,0.0722,0.9338,4.9366,TUP,Good Posture,5
170.6565,9.5532,172.0105,0.1589,170.6565,0.0673,0.9313,5.6523,TUP,Good Posture,5
165.9802,9.6501,171.9992,0.7257,165.9802,0.0692,0.932,5.6444,TUP,Good Posture,5
163.873,9.5002,171.5702,0.9638,163.873,0.072,0.9373,5.8754,TUP,Good Posture,5
161.6297,8.4988,170.7437,1.3389,161.6297,0.0845,0.964,6.4639,TUP,Good Posture,5
159.2925,8.1656,171.0416,1.8373,159.2925,0.0902,0.9733,6.1869,TUP,Good Posture,5
159.3443,8.1361,171.1331,1.8967,159.3443,0.0928,0.9727,6.1502,TUP,Good Posture,5
159.8468,8.0917,171.1149,1.8125,159.8468,0.0928,0.9737,6.1678,TUP,Good Posture,5
160.9064,8.1173,171.1476,1.6685,160.9064,0.0938,0.973,6.1931,TUP,Good Posture,5
162.5472,7.8061,172.3401,1.599,162.5472,0.094,0.9735,5.3724,TUP,Good Posture,5
163.9387,7.3413,172.5242,1.3739,163.9387,0.092,0.9793,5.2723,TUP,Good Posture,5
170.5211,6.9135,174.8735,0.6726,170.5211,0.0886,0.9792,3.647,TUP,Good Posture,5
171.2537,6.8788,175.0516,0.4965,171.2537,0.075,0.9725,3.5116,TUP,Good Posture,5
167.8683,6.6878,174.9508,0.8972,167.8683,0.0728,0.9764,3.5907,TUP,Good Posture,5
154.8021,3.9148,176.6145,2.3423,154.8021,0.063,0.9809,2.4171,TUP,Good Posture,5
156.5456,4.2267,176.5786,2.2491,156.5456,0.0657,0.979,2.4333,TUP,Good Posture,5
156.5493,4.3265,176.65,2.2167,156.5493,0.0645,0.9799,2.3838,TUP,Good Posture,5
155.0696,4.4921,176.4314,2.3272,155.0696,0.0639,0.979,2.5502,TUP,Good Posture,5
156.3692,4.8111,176.3019,2.3772,156.3692,0.0697,0.9742,2.679,TUP,Good Posture,5
156.6798,4.934,176.3378,2.3516,156.6798,0.0699,0.9735,2.6547,TUP,Good Posture,5
156.5658,4.9465,176.3491,2.4312,156.5658,0.0718,0.9734,2.6475,TUP,Good Posture,5
157.4011,4.9561,176.4567,2.374,157.4011,0.0727,0.9743,2.5698,TUP,Good Posture,5
167.5408,5.0057,176.335,1.0657,167.5408,0.0697,0.9743,2.6613,TUP,Good Posture,5
176.0274,5.1234,175.7526,-0.0341,176.0274,0.0712,0.9744,3.0808,TUP,Good Posture,5
177.3777,5.1588,175.6763,-0.2142,177.3777,0.0722,0.9741,3.1403,TUP,Good Posture,5
178.1807,5.3393,175.6677,-0.3173,178.1807,0.0724,0.971,3.1539,TUP,Good Posture,5
177.9221,5.4971,175.64,-0.3036,177.9221,0.0763,0.9679,3.1865,TUP,Good Posture,5
177.6143,5.3443,175.763,-0.2468,177.6143,0.0764,0.9706,3.1022,TUP,Good Posture,5
178.2015,5.2708,175.761,-0.3321,178.2015,0.078,0.9722,3.1088,TUP,Good Posture,5
177.8559,5.3992,175.7721,-0.281,177.8559,0.0773,0.9694,3.087,TUP,Good Posture,5
178.1285,5.187,175.718,-0.3226,178.1285,0.0767,0.9746,3.1375,TUP,Good Posture,5
177.9792,5.0063,175.6866,-0.3034,177.9792,0.0758,0.979,3.1695,TUP,Good Posture,5
177.9271,5.0115,175.7132,-0.2926,177.9271,0.0757,0.9789,3.1499,TUP,Good Posture,5
178.5781,5.1311,175.6822,-0.3783,178.5781,0.0749,0.9764,3.1805,TUP,Good Posture,5
178.3907,5.3418,175.7015,-0.3499,178.3907,0.0746,0.9719,3.1425,TUP,Good Posture,5
178.8483,5.3385,175.652,-0.4132,178.8483,0.0741,0.9723,3.1789,TUP,Good Posture,5
177.5253,5.5796,175.3756,-0.2717,177.5253,0.0724,0.9697,3.3604,TUP,Good Posture,5
177.2751,5.3611,175.3567,-0.2395,177.2751,0.0715,0.9751,3.3848,TUP,Good Posture,5
177.6718,5.512,175.3987,-0.2694,177.6718,0.0679,0.972,3.341,TUP,Good Posture,5
177.9591,5.5039,175.4446,-0.2958,177.9591,0.0674,0.9719,3.3024,TUP,Good Posture,5
178.0423,5.3547,175.4657,-0.2989,178.0423,0.0665,0.9753,3.2909,TUP,Good Posture,5
177.7631,5.3641,175.3582,-0.2915,177.7631,0.0695,0.9757,3.3689,TUP,Good Posture,5
177.8217,5.3598,175.2642,-0.3162,177.8217,0.0709,0.9763,3.4376,TUP,Good Posture,5
178.2033,5.4536,175.2266,-0.3736,178.2033,0.0719,0.9744,3.4621,TUP,Good Posture,5
160.965,7.1932,171.5433,1.5684,160.965,0.0854,0.9353,6.4862,TUP,Good Posture,5
152.3251,6.9872,171.5566,2.8985,152.3251,0.088,0.9393,6.4912,TUP,Good Posture,5
169.5269,6.6856,172.5654,0.4726,169.5269,0.0892,0.9358,5.771,TUP,Good Posture,5
170.1208,6.8717,172.5702,0.3806,170.1208,0.089,0.9315,5.7767,TUP,Good Posture,5
169.1351,6.75,172.6078,0.5388,169.1351,0.089,0.9336,5.7684,TUP,Good Posture,5
168.7388,6.8057,172.6065,0.6004,168.7388,0.089,0.9324,5.7717,TUP,Good Posture,5
149.175,6.5821,172.6761,3.8024,149.175,0.0954,0.9366,5.7053,TUP,Good Posture,5
147.9029,6.3357,172.825,4.1508,147.9029,0.0985,0.9405,5.5832,TUP,Good Posture,5
148.9411,6.1939,173.0763,4.0219,148.9411,0.0984,0.9425,5.3905,TUP,Good Posture,5
164.5908,6.5729,173.033,1.4815,164.5908,0.1009,0.9349,5.4367,TUP,Good Posture,5
170.3191,6.7939,172.9024,0.4667,170.3191,0.1035,0.9309,5.5372,TUP,Good Posture,5
172.2286,7.0226,172.922,0.1284,172.2286,0.1061,0.9258,5.5379,TUP,Good Posture,5
174.5013,7.1429,172.9711,-0.2775,174.5013,0.1039,0.9227,5.5167,TUP,Good Posture,5
177.7972,7.2859,172.9166,-0.8271,177.7972,0.0972,0.9198,5.5419,TUP,Good Posture,5
179.846,7.3375,172.6356,-1.2073,179.846,0.0923,0.9197,5.7494,TUP,Good Posture,5
177.0413,7.1019,173.2099,-1.5271,177.0413,0.0902,0.9208,5.3286,TUP,Good Posture,5
175.6905,7.0654,173.5588,-1.6687,175.6905,0.0895,0.9197,5.0579,TUP,Good Posture,5
174.053,6.9322,173.9972,-1.8484,174.053,0.0893,0.9194,4.7215,TUP,Good Posture,5
173.3078,6.8118,174.1879,-1.8999,173.3078,0.0877,0.9204,4.589,TUP,Good Posture,5
173.002,6.7965,174.3865,-1.9082,173.002,0.0874,0.9189,4.4659,TUP,Good Posture,5
172.759,6.7376,174.465,-1.9282,172.759,0.0872,0.9187,4.4052,TUP,Good Posture,5
172.9364,6.7767,174.4846,-1.8987,172.9364,0.0872,0.9173,4.3904,TUP,Good Posture,5
173.431,6.8199,174.4508,-1.8257,173.431,0.087,0.9165,4.4177,TUP,Good Posture,5
174.2923,6.8233,174.4755,-1.6885,174.2923,0.0867,0.9161,4.3972,TUP,Good Posture,5
146.7299,6.6643,170.0952,3.4815,146.7299,0.0878,0.9726,7.6263,TUP,Good Posture,5
147.1963,6.5324,170.1158,3.3911,147.1963,0.0871,0.9757,7.6467,TUP,Good Posture,5
147.6207,6.3152,170.1893,3.3393,147.6207,0.087,0.9798,7.6143,TUP,Good Posture,5
154.1789,6.346,169.9389,2.281,154.1789,0.084,0.9772,7.8375,TUP,Good Posture,5
154.9086,6.6599,169.6263,2.107,154.9086,0.0829,0.9684,8.1123,TUP,Good Posture,5
156.894,6.8571,169.3304,1.797,156.894,0.0834,0.9645,8.3626,TUP,Good Posture,5
156.6197,7.3116,169.204,1.8439,156.6197,0.0846,0.9574,8.3606,TUP,Good Posture,5
155.6661,7.6159,169.3959,2.0715,155.6661,0.0873,0.9526,8.1567,TUP,Good Posture,5
169.9621,6.4206,176.7236,1.1198,169.9621,0.0951,0.8924,2.4353,TLB,Backward Lean,6
169.4925,6.4403,176.7533,1.2054,169.4925,0.0954,0.8922,2.4172,TLB,Backward Lean,6
168.9616,6.5538,176.6473,1.2576,168.9616,0.094,0.8916,2.5121,TLB,Backward Lean,6
168.9757,6.7012,176.5669,1.2398,168.9757,0.0938,0.8899,2.5838,TLB,Backward Lean,6
169.1362,6.7413,176.5266,1.2217,169.1362,0.095,0.8893,2.6163,TLB,Backward Lean,6
168.7394,6.7767,176.5922,1.2761,168.7394,0.0934,0.8886,2.5773,TLB,Backward Lean,6
168.5527,6.7817,176.5638,1.2974,168.5527,0.0931,0.8886,2.5991,TLB,Backward Lean,6
168.3993,6.7682,176.568,1.3209,168.3993,0.093,0.8891,2.5959,TLB,Backward Lean,6
168.4884,6.7274,176.586,1.3141,168.4884,0.0933,0.8898,2.5804,TLB,Backward Lean,6
168.3891,6.7175,176.537,1.3197,168.3891,0.0931,0.8903,2.6179,TLB,Backward Lean,6
56.487,4.4705,90.7168,-1.9433,56.487,0.0345,0.7264,1.0648,TLF,Forward Lean,6
176.8428,8.963,173.4772,-2.4289,176.8428,0.1445,0.3629,0.819,TLF,Forward Lean,6
168.974,12.872,169.1255,0.0199,168.974,0.0755,0.3437,2.9486,TLF,Forward Lean,6
178.8728,5.814,177.3006,-0.3445,178.8728,0.1255,0.9108,1.9308,TLF,Forward Lean,6
179.062,5.8571,177.3503,-0.3754,179.062,0.1257,0.9095,1.8954,TLF,Forward Lean,6
179.1617,5.8823,177.3746,-0.3926,179.1617,0.1259,0.9085,1.8774,TLF,Forward Lean,6
179.8255,5.888,177.5649,-0.4978,179.8255,0.1262,0.9072,1.7414,TLF,Forward Lean,6
179.8066,5.9604,177.4376,-0.6077,179.8066,0.1264,0.9063,1.8317,TLF,Forward Lean,6
179.7074,6.0983,177.4491,-0.6314,179.7074,0.1273,0.9035,1.8264,TLF,Forward Lean,6
179.7793,6.127,177.1384,-0.6796,179.7793,0.1264,0.9041,2.0483,TLF,Forward Lean,6
179.3843,6.0814,177.3254,-0.7236,179.3843,0.1261,0.9041,1.9136,TLF,Forward Lean,6
179.4036,6.0943,177.3183,-0.719,179.4036,0.1257,0.9037,1.9174,TLF,Forward Lean,6
179.3703,6.0805,177.3373,-0.7219,179.3703,0.1257,0.9039,1.9059,TLF,Forward Lean,6
179.556,6.0983,177.2926,-0.69,179.556,0.1255,0.9039,1.9383,TLF,Forward Lean,6
179.5575,6.0982,177.2944,-0.6881,179.5575,0.1253,0.904,1.9371,TLF,Forward Lean,6
179.5624,6.0255,177.2877,-0.6874,179.5624,0.1251,0.9054,1.94,TLF,Forward Lean,6
123.5802,6.135,119.032,-0.6348,123.5802,0.0801,0.1676,2.9684,TLF,Forward Lean,6
116.6167,6.4082,113.9827,-0.3961,116.6167,0.0862,0.2548,2.8057,TLF,Forward Lean,6
104.7274,5.7906,102.2451,-0.3668,104.7274,0.0847,0.3199,2.7494,TLF,Forward Lean,6
74.5011,4.909,68.3135,-1.0839,74.5011,0.1006,0.5649,2.1202,TLF,Forward Lean,6
50.3377,4.0899,42.8581,-1.1638,50.3377,0.0894,0.7831,1.9047,TLF,Forward Lean,6
32.7734,3.3689,24.1925,-1.375,32.7734,0.0922,0.9645,1.7993,TLF,Forward Lean,6
30.1899,3.949,22.3035,-1.2766,30.1899,0.093,0.8871,1.4448,TLF,Forward Lean,6
24.4355,3.8533,16.3906,-1.2727,24.4355,0.0909,0.7868,1.482,TLF,Forward Lean,6
16.3592,2.6466,9.3967,-0.9604,16.3592,0.0792,0.7081,0.9506,TLF,Forward Lean,6
9.3164,4.4304,2.9169,-0.6839,9.3164,0.0614,0.5936,0.5247,TLF,Forward Lean,6
1.1376,7.6207,1.8871,-0.1004,1.1376,0.0767,0.5958,0.6349,TLF,Forward Lean,6
13.1516,6.4337,6.5396,0.816,13.1516,0.0709,0.5258,1.6782,TLF,Forward Lean,6
12.9801,5.6774,5.1115,0.9729,12.9801,0.0711,0.6363,1.7392,TLF,Forward Lean,6
12.6987,5.8533,6.5364,0.8537,12.6987,0.0795,0.6004,2.0472,TLF,Forward Lean,6
178.975,5.5718,177.4273,-0.3353,178.975,0.1241,0.9158,1.8425,TLF,Forward Lean,6
179.1139,5.6463,177.5136,-0.3467,179.1139,0.1241,0.9134,1.7775,TLF,Forward Lean,6
179.0156,5.721,177.2449,-0.3848,179.0156,0.1245,0.9131,1.9693,TLF,Forward Lean,6
179.5539,6.0042,177.3733,-0.6695,179.5539,0.1249,0.9055,1.8795,TLF,Forward Lean,6
179.6563,5.9893,177.3594,-0.649,179.6563,0.1247,0.9061,1.8898,TLF,Forward Lean,6
179.8221,5.9026,177.2204,-0.5594,179.8221,0.1232,0.9087,1.986,TLF,Forward Lean,6
179.6078,5.8912,177.3357,-0.4886,179.6078,0.1232,0.9085,1.9037,TLF,Forward Lean,6
179.5921,5.8743,177.3299,-0.4862,179.5921,0.1232,0.9091,1.9086,TLF,Forward Lean,6
179.4406,5.8877,177.2442,-0.4723,179.4406,0.1232,0.9092,1.9694,TLF,Forward Lean,6
179.4058,5.8894,177.2974,-0.4535,179.4058,0.1233,0.9089,1.9312,TLF,Forward Lean,6
179.4288,5.9018,177.3008,-0.4575,179.4288,0.1232,0.9086,1.9288,TLF,Forward Lean,6
179.4468,5.8969,177.2988,-0.4614,179.4468,0.1231,0.9087,1.93,TLF,Forward Lean,6
179.3337,5.8668,177.2694,-0.4412,179.3337,0.1225,0.9096,1.95,TLF,Forward Lean,6
179.3111,5.8803,177.2586,-0.4389,179.3111,0.1225,0.9094,1.9567,TLF,Forward Lean,6
179.3102,5.8652,177.2717,-0.4363,179.3102,0.1227,0.9097,1.9491,TLF,Forward Lean,6
179.156,5.8413,177.1506,-0.4287,179.156,0.1225,0.9108,2.0351,TLF,Forward Lean,6
179.2466,5.8298,177.2082,-0.4354,179.2466,0.1224,0.9107,1.9943,TLF,Forward Lean,6
122.2264,0.5498,175.1512,1.1973,122.2264,0.015,0.9337,2.0818,TLF,Forward Lean,6
16.2279,3.0884,174.9396,1.5789,16.2279,0.0435,0.9705,2.0672,TLF,Forward Lean,6
4.1931,4.0624,174.575,1.3392,4.1931,0.0802,0.9299,2.269,TLF,Forward Lean,6
0.4132,5.0872,173.6713,1.0048,0.4132,0.0856,0.8959,2.6919,TLF,Forward Lean,6
1.9886,5.3415,172.9926,0.7719,1.9886,0.0882,0.886,2.957,TLF,Forward Lean,6
1.9562,5.2779,172.8661,0.7851,1.9562,0.087,0.8851,3.0059,TLF,Forward Lean,6
0.6179,5.1559,172.6494,0.9767,0.6179,0.0705,0.8869,2.9774,TLF,Forward Lean,6
10.3412,4.8083,173.2332,1.4951,10.3412,0.0508,0.8921,2.7221,TLF,Forward Lean,6
8.5448,4.8929,172.9998,1.1033,8.5448,0.0412,0.8885,2.7542,TLF,Forward Lean,6
3.4212,6.997,172.351,1.1161,3.4212,0.1514,0.789,2.2473,TLF,Forward Lean,6
3.5771,6.9575,173.2565,0.8804,3.5771,0.1594,0.7753,1.855,TLF,Forward Lean,6
142.4477,5.5053,175.6537,1.9376,142.4477,0.0354,0.837,1.3643,TLF,Forward Lean,6
176.7793,3.5521,175.059,-0.1141,176.7793,0.038,0.9214,1.6794,TLF,Forward Lean,6
113.1138,3.7085,179.6685,5.1587,113.1138,0.0562,0.8825,0.1138,TLF,Forward Lean,6
72.908,4.241,179.6618,3.713,72.908,0.0389,0.859,0.1208,TLF,Forward Lean,6
35.4721,5.3081,176.0976,-1.8612,35.4721,0.0355,0.8506,1.4709,TLF,Forward Lean,6
22.5287,5.6942,174.4352,-1.2823,22.5287,0.0439,0.8555,2.1711,TLF,Forward Lean,6
17.2494,6.8249,173.8233,-0.7973,17.2494,0.0415,0.8153,2.3412,TLF,Forward Lean,6
13.3296,7.2367,173.299,-0.5691,13.3296,0.0493,0.8089,2.621,TLF,Forward Lean,6
14.3443,7.2056,172.327,-0.5797,14.3443,0.0499,0.8181,2.9898,TLF,Forward Lean,6
40.1508,7.144,169.8665,-2.8544,40.1508,0.0571,0.8384,3.954,TLF,Forward Lean,6
93.6683,5.9589,169.2664,-2.2318,93.6683,0.0225,0.8787,4.0977,TLF,Forward Lean,6
175.6268,5.5776,171.5872,-0.3015,175.6268,0.0428,0.884,3.3646,TLF,Forward Lean,6
145.5661,6.4652,172.7519,2.2821,145.5661,0.05,0.8565,2.8925,TLF,Forward Lean,6
125.5832,7.8419,174.8284,4.458,125.5832,0.0589,0.806,1.9904,TLF,Forward Lean,6
123.1958,8.4903,176.2203,4.7011,123.1958,0.0588,0.7775,1.4294,TLF,Forward Lean,6
126.1514,8.6228,177.9577,4.3532,126.1514,0.0554,0.761,0.7703,TLF,Forward Lean,6
126.0304,8.7699,179.1925,4.4749,126.0304,0.0559,0.7442,0.3006,TLF,Forward Lean,6
124.8411,7.2986,179.1091,3.9485,124.8411,0.0486,0.7914,0.3414,TLF,Forward Lean,6
126.9582,5.9459,178.9574,3.4872,126.9582,0.0443,0.8378,0.4115,TLF,Forward Lean,6
174.8943,4.3116,178.6598,0.7902,174.8943,0.1203,0.9323,1.022,TLF,Forward Lean,6
174.7999,4.2951,178.6301,0.8002,174.7999,0.1198,0.9328,1.0439,TLF,Forward Lean,6
175.0192,4.2715,178.5655,0.7303,175.0192,0.1181,0.9337,1.0919,TLF,Forward Lean,6
175.1735,4.2339,178.5337,0.6854,175.1735,0.1169,0.9343,1.1146,TLF,Forward Lean,6
174.9761,4.2707,178.4717,0.7125,174.9761,0.1169,0.9337,1.1612,TLF,Forward Lean,6
175.0066,4.2893,178.4125,0.6947,175.0066,0.1169,0.9338,1.2061,TLF,Forward Lean,6
175.1612,4.2273,178.389,0.6575,175.1612,0.1168,0.9349,1.2227,TLF,Forward Lean,6
175.3162,4.1986,178.3905,0.6267,175.3162,0.1169,0.9352,1.2203,TLF,Forward Lean,6
177.2013,3.9792,178.9642,0.3611,177.2013,0.1174,0.9349,0.7833,TLF,Forward Lean,6
177.2978,4.0493,178.9516,0.3365,177.2978,0.1166,0.9308,0.7909,TLF,Forward Lean,6
176.7738,4.0511,178.8468,0.422,176.7738,0.1167,0.9318,0.87,TLF,Forward Lean,6
176.8506,4.1043,178.8457,0.4063,176.8506,0.1167,0.9306,0.8703,TLF,Forward Lean,6
176.9037,4.12,178.8575,0.398,176.9037,0.1167,0.9302,0.8616,TLF,Forward Lean,6
176.6701,4.161,178.6798,0.4094,176.6701,0.1167,0.9301,0.9952,TLF,Forward Lean,6
176.7391,4.122,178.6711,0.3927,176.7391,0.1165,0.9305,1.0024,TLF,Forward Lean,6
176.7797,4.154,178.6853,0.3858,176.7797,0.116,0.9299,0.9932,TLF,Forward Lean,6
176.6841,4.145,178.5002,0.3673,176.6841,0.1159,0.9308,1.1334,TLF,Forward Lean,6
176.6147,4.1518,178.4731,0.3762,176.6147,0.116,0.9307,1.1537,TLF,Forward Lean,6
176.4972,4.162,178.4659,0.3984,176.4972,0.116,0.9308,1.1593,TLF,Forward Lean,6
176.4564,4.1717,178.4787,0.4089,176.4564,0.1159,0.9308,1.1501,TLF,Forward Lean,6
176.3783,4.1789,178.4805,0.4255,176.3783,0.116,0.9309,1.1486,TLF,Forward Lean,6
176.4848,4.1926,178.4812,0.4041,176.4848,0.116,0.9307,1.1481,TLF,Forward Lean,6
176.5261,4.1926,178.4715,0.3934,176.5261,0.1159,0.9308,1.1555,TLF,Forward Lean,6
176.6941,4.2108,178.5047,0.3658,176.6941,0.1158,0.9302,1.1301,TLF,Forward Lean,6
176.4576,4.1954,178.4744,0.4077,176.4576,0.1159,0.9308,1.1535,TLF,Forward Lean,6
176.5136,4.1412,178.4995,0.4018,176.5136,0.1159,0.9311,1.1338,TLF,Forward Lean,6
176.5574,4.1368,178.4935,0.3914,176.5574,0.1159,0.9312,1.1383,TLF,Forward Lean,6
176.5638,4.1704,178.4955,0.3909,176.5638,0.116,0.9308,1.1363,TLF,Forward Lean,6
170.5416,6.2385,176.3173,-1.8542,170.5416,0.0816,0.9562,2.4625,TLF,Forward Lean,6
171.2505,6.3073,176.3245,-1.7381,171.2505,0.0808,0.954,2.4564,TLF,Forward Lean,6
173.0787,6.367,176.2411,-1.4753,173.0787,0.0796,0.9531,2.5115,TLF,Forward Lean,6
173.5308,6.4115,176.2935,-1.4068,173.5308,0.0796,0.9516,2.4751,TLF,Forward Lean,6
177.44,5.9315,176.3192,-0.8497,177.44,0.0782,0.958,2.4407,TLF,Forward Lean,6
177.0609,6.063,176.237,-0.8976,177.0609,0.0769,0.9551,2.4732,TLF,Forward Lean,6
177.3393,6.1999,176.222,-0.8662,177.3393,0.0772,0.9521,2.4755,TLF,Forward Lean,6
177.803,6.3563,176.1663,-0.8192,177.803,0.078,0.9492,2.4844,TLF,Forward Lean,6
179.3226,6.3936,175.8302,-0.6642,179.3226,0.0786,0.9508,2.6934,TLF,Forward Lean,6
179.7739,6.3759,175.8483,-0.5361,179.7739,0.0783,0.9514,2.6845,TLF,Forward Lean,6
169.6229,5.6605,177.6589,2.1896,169.6229,0.0995,0.9175,1.523,TLF,Forward Lean,6
170.2783,6.0019,178.3428,2.0487,170.2783,0.1038,0.9102,1.0635,TLF,Forward Lean,6
170.7819,6.352,179.0097,1.8686,170.7819,0.1054,0.9032,0.632,TLF,Forward Lean,6
177.9066,6.1443,179.9639,0.3753,177.9066,0.1045,0.9106,0.0224,TLF,Forward Lean,6
179.9023,5.9412,179.6538,-0.0455,179.9023,0.1045,0.9147,0.2197,TLF,Forward Lean,6
179.7783,5.7084,179.6697,-0.1011,179.7783,0.105,0.9181,0.2091,TLF,Forward Lean,6
179.945,5.6258,179.6549,-0.0534,179.945,0.105,0.9192,0.2174,TLF,Forward Lean,6
179.5066,5.0486,179.7785,0.0502,179.5066,0.1059,0.9293,0.1388,TLF,Forward Lean,6
178.6738,4.8985,179.5602,0.1643,178.6738,0.1062,0.9341,0.2766,TLF,Forward Lean,6
179.51,4.7822,179.9471,0.0805,179.51,0.1054,0.9345,0.033,TLF,Forward Lean,6
179.3269,4.6448,179.4346,0.0198,179.3269,0.1054,0.9398,0.3575,TLF,Forward Lean,6
179.2761,4.5215,179.4977,0.0408,179.2761,0.1055,0.9431,0.3213,TLF,Forward Lean,6
178.9586,4.6176,179.5167,0.1013,178.9586,0.104,0.9404,0.3086,TLF,Forward Lean,6
178.7826,4.4298,179.5464,0.1375,178.7826,0.1031,0.9439,0.291,TLF,Forward Lean,6
179.6814,4.4376,179.8156,0.0241,179.6814,0.1031,0.9414,0.1182,TLF,Forward Lean,6
179.1904,4.4393,179.7338,0.0973,179.1904,0.1026,0.9418,0.1707,TLF,Forward Lean,6
179.0319,4.4095,179.7439,0.125,179.0319,0.1006,0.9424,0.1639,TLF,Forward Lean,6
178.9241,4.4045,179.7452,0.1431,178.9241,0.0999,0.9424,0.163,TLF,Forward Lean,6
179.0689,4.4134,179.7964,0.1265,179.0689,0.0996,0.9419,0.1302,TLF,Forward Lean,6
178.8571,4.4132,179.7513,0.1551,178.8571,0.0994,0.9418,0.159,TLF,Forward Lean,6
178.9253,4.54,179.8025,0.1514,178.9253,0.0989,0.9385,0.126,TLF,Forward Lean,6
178.464,4.5451,179.6011,0.1961,178.464,0.0988,0.9399,0.255,TLF,Forward Lean,6
178.5258,4.5672,179.69,0.201,178.5258,0.0989,0.9387,0.198,TLF,Forward Lean,6
178.6555,4.6541,179.7804,0.1963,178.6555,0.1,0.9365,0.1416,TLF,Forward Lean,6
178.5262,4.4443,179.7878,0.218,178.5262,0.099,0.9409,0.1361,TLF,Forward Lean,6
178.4194,4.4711,179.86,0.2486,178.4194,0.0989,0.9395,0.0892,TLF,Forward Lean,6
178.5456,4.5354,179.8908,0.2326,178.5456,0.0991,0.9371,0.0697,TLF,Forward Lean,6
178.3117,4.6202,179.7142,0.2414,178.3117,0.0986,0.936,0.1833,TLF,Forward Lean,6
179.6765,4.6878,179.2593,0.0715,179.6765,0.0981,0.9291,0.4749,TLF,Forward Lean,6
179.3872,4.7571,179.7368,-0.0597,179.3872,0.0979,0.9297,0.1688,TLF,Forward Lean,6
151.7052,2.3174,177.2447,2.3321,151.7052,0.0541,0.9949,1.955,TLF,Forward Lean,6
162.6297,4.6142,177.2084,1.7694,162.6297,0.0703,0.9438,2.0403,TLF,Forward Lean,6
170.0592,5.8074,177.9692,1.2654,170.0592,0.0919,0.9144,1.5049,TLF,Forward Lean,6
171.9448,6.2051,177.9097,0.9789,171.9448,0.0942,0.9074,1.5578,TLF,Forward Lean,6
171.7015,6.1299,177.9206,0.9956,171.7015,0.0919,0.909,1.5436,TLF,Forward Lean,6
171.1673,5.9892,178.0344,1.0603,171.1673,0.0887,0.9112,1.4537,TLF,Forward Lean,6
171.0829,5.9485,178.0533,1.0636,171.0829,0.0876,0.912,1.4354,TLF,Forward Lean,6
171.2313,5.8707,178.1051,1.0382,171.2313,0.0867,0.9134,1.3952,TLF,Forward Lean,6
171.4333,5.8409,177.8925,0.9953,171.4333,0.0885,0.9156,1.5502,TLF,Forward Lean,6
171.3273,5.9729,177.9382,1.0192,171.3273,0.0885,0.9125,1.5127,TLF,Forward Lean,6
171.5434,6.0398,177.9754,1.0054,171.5434,0.0898,0.9112,1.4867,TLF,Forward Lean,6
171.3384,6.0663,177.7139,0.9978,171.3384,0.0899,0.9127,1.6797,TLF,Forward Lean,6
170.935,6.0637,177.878,1.0801,170.935,0.0893,0.912,1.561,TLF,Forward Lean,6
170.9878,6.0347,177.8391,1.0686,170.9878,0.0896,0.9133,1.5925,TLF,Forward Lean,6
170.9387,5.8755,177.9133,1.0816,170.9387,0.0891,0.9165,1.5421,TLF,Forward Lean,6
170.6795,5.9025,177.7457,1.0943,170.6795,0.089,0.9171,1.6667,TLF,Forward Lean,6
170.3172,6.1375,177.6667,1.1234,170.3172,0.0878,0.9126,1.7177,TLF,Forward Lean,6
170.2213,6.256,177.6329,1.1374,170.2213,0.0882,0.9106,1.7401,TLF,Forward Lean,6
170.3504,6.2611,177.6156,1.1147,170.3504,0.0881,0.9107,1.7515,TLF,Forward Lean,6
