neck_angle,shoulder_tilt,spine_lean_angle,forward_head_offset,shoulder_hip_alignment,ear_shoulder_dist,shoulder_symmetry,lateral_lean,label_raw,label,subject
172.761,4.762,177.5255,0.6829,172.761,0.0822,0.9233,1.8308,TLF,Forward Lean,3
168.9177,4.7332,177.5159,1.1977,168.9177,0.0801,0.9239,1.8385,TLF,Forward Lean,3
169.7212,4.7554,177.4385,1.0632,169.7212,0.0792,0.9236,1.8943,TLF,Forward Lean,3
171.248,4.8691,177.3656,0.8319,171.248,0.0781,0.9211,1.9387,TLF,Forward Lean,3
172.5409,4.9121,177.3497,0.6573,172.5409,0.0784,0.92,1.9471,TLF,Forward Lean,3
171.9352,4.9482,177.2668,0.725,171.9352,0.078,0.9194,2.0072,TLF,Forward Lean,3
171.9894,4.9556,177.2666,0.711,171.9894,0.0773,0.9192,2.007,TLF,Forward Lean,3
173.0053,4.9954,177.2382,0.5667,173.0053,0.0768,0.9179,2.0276,TLF,Forward Lean,3
172.7491,4.8371,177.281,0.6365,172.7491,0.0806,0.9212,2.0025,TLF,Forward Lean,3
172.4506,4.8516,177.2512,0.6746,172.4506,0.0806,0.921,2.0241,TLF,Forward Lean,3
172.3032,4.4708,177.3283,0.6807,172.3032,0.0777,0.9286,1.9709,TLF,Forward Lean,3
174.9915,4.1895,177.4183,0.3306,174.9915,0.0781,0.934,1.9084,TLF,Forward Lean,3
174.6276,3.9658,177.4836,0.3858,174.6276,0.0774,0.9383,1.8654,TLF,Forward Lean,3
177.5663,3.2841,177.5305,-0.0047,177.5663,0.075,0.9512,1.8131,TLF,Forward Lean,3
178.2627,3.2565,177.0507,-0.161,178.2627,0.0761,0.9545,2.1694,TLF,Forward Lean,3
178.3988,3.447,176.7726,-0.2135,178.3988,0.0752,0.9519,2.3823,TLF,Forward Lean,3
166.7904,3.418,176.9274,1.2323,166.7904,0.07,0.9523,2.2665,TLF,Forward Lean,3
163.5055,3.4795,176.909,1.4588,163.5055,0.0629,0.9513,2.2727,TLF,Forward Lean,3
168.1722,4.1805,177.3691,1.1113,168.1722,0.0695,0.9331,1.9299,TLF,Forward Lean,3
167.4512,4.3823,177.2232,1.2239,167.4512,0.0721,0.9299,2.0347,TLF,Forward Lean,3
149.1148,4.4876,176.7482,1.5183,149.1148,0.0327,0.9305,2.3708,TLF,Forward Lean,3
51.9297,3.4764,174.2951,3.2145,51.9297,0.0381,0.9506,2.1989,TLF,Forward Lean,3
44.4074,3.7292,174.9622,3.0044,44.4074,0.0395,0.9347,2.0418,TLF,Forward Lean,3
42.4208,3.5469,175.0211,2.8919,42.4208,0.0393,0.941,2.0233,TLF,Forward Lean,3
39.1436,3.0056,175.2074,2.7673,39.1436,0.0399,0.9549,1.9593,TLF,Forward Lean,3
38.9961,3.121,176.1572,2.5482,38.9961,0.0375,0.9424,1.6383,TLF,Forward Lean,3
39.3679,2.9925,175.9789,2.4771,39.3679,0.0361,0.9465,1.6518,TLF,Forward Lean,3
9.4699,2.7577,176.0253,1.9562,9.4699,0.0841,0.9579,1.6575,TLF,Forward Lean,3
8.26,2.991,176.1755,1.9265,8.26,0.092,0.9546,1.6301,TLF,Forward Lean,3
7.9025,2.4886,176.7953,1.809,7.9025,0.0939,0.9699,1.3749,TLF,Forward Lean,3
1.6087,1.8507,176.7571,0.8215,1.6087,0.0971,0.9912,1.4309,TLF,Forward Lean,3
6.8275,1.6626,177.0298,1.6356,6.8275,0.0961,0.9977,1.3113,TLF,Forward Lean,3
1.3399,1.5882,176.4623,0.3496,1.3399,0.0911,0.9985,1.5616,TLF,Forward Lean,3
1.2637,2.1749,176.4418,0.4794,1.2637,0.057,0.9792,1.5824,TLF,Forward Lean,3
1.0608,2.5601,175.682,0.3383,1.0608,0.0595,0.9716,1.8913,TLF,Forward Lean,3
1.1613,1.8455,174.9305,0.3066,1.1613,0.045,0.9986,2.0729,TLF,Forward Lean,3
0.7819,1.8852,174.9824,0.3936,0.7819,0.039,0.9969,2.0566,TLF,Forward Lean,3
3.0897,1.4772,174.6397,0.5447,3.0897,0.0371,0.9876,2.1708,TLF,Forward Lean,3
12.8149,1.9983,177.6502,1.5498,12.8149,0.0592,0.9725,0.9732,TLF,Forward Lean,3
27.1543,1.967,176.2524,4.7084,27.1543,0.1185,0.9214,1.4226,TLF,Forward Lean,3
23.7574,0.5469,177.8829,3.6188,23.7574,0.0981,0.9906,0.839,TLF,Forward Lean,3
24.1284,3.1556,174.2407,-2.3515,24.1284,0.0746,0.9473,2.1888,TLF,Forward Lean,3
29.3057,4.4458,171.0904,-2.6858,29.3057,0.0771,0.9118,3.5036,TLF,Forward Lean,3
25.2456,4.6818,169.788,-1.9718,25.2456,0.076,0.9124,4.0605,TLF,Forward Lean,3
19.4461,5.5612,170.2672,-1.1698,19.4461,0.0693,0.8794,3.9904,TLF,Forward Lean,3
15.7415,5.7483,170.5743,-0.7047,15.7415,0.0641,0.8739,3.8729,TLF,Forward Lean,3
14.7488,4.7456,171.3067,-0.6936,14.7488,0.0657,0.8982,3.6354,TLF,Forward Lean,3
28.6387,2.4521,176.0201,4.2493,28.6387,0.0788,0.9529,1.5769,TLF,Forward Lean,3
21.9171,2.1965,176.537,3.0779,21.9171,0.0718,0.9538,1.3636,TLF,Forward Lean,3
17.9743,2.039,176.5708,2.5956,17.9743,0.0711,0.9599,1.3569,TLF,Forward Lean,3
24.0931,1.3111,177.3106,3.1548,24.0931,0.07,0.9837,1.0446,TLF,Forward Lean,3
158.0403,3.4025,175.9301,2.3979,158.0403,0.0781,0.974,3.0482,TLF,Forward Lean,3
158.3006,3.5704,175.919,2.335,158.3006,0.0771,0.9706,3.0625,TLF,Forward Lean,3
157.9895,3.7385,175.8384,2.3558,157.9895,0.0769,0.9679,3.1263,TLF,Forward Lean,3
157.7689,3.8759,175.8178,2.3726,157.7689,0.0766,0.9654,3.147,TLF,Forward Lean,3
157.7055,3.9231,175.7549,2.3977,157.7055,0.0774,0.9647,3.1889,TLF,Forward Lean,3
157.3938,3.9867,175.7406,2.4454,157.3938,0.0777,0.9642,3.2017,TLF,Forward Lean,3
157.0657,4.02,175.801,2.5441,157.0657,0.0792,0.9633,3.158,TLF,Forward Lean,3
156.8941,4.0265,175.9458,2.5934,156.8941,0.0794,0.9627,3.0489,TLF,Forward Lean,3
157.1349,4.0587,176.0564,2.6012,157.1349,0.0802,0.9615,2.9684,TLF,Forward Lean,3
157.1658,4.0554,176.1167,2.6185,157.1658,0.0806,0.9613,2.9246,TLF,Forward Lean,3
157.0925,4.081,176.2165,2.6376,157.0925,0.0805,0.9603,2.8516,TLF,Forward Lean,3
157.2362,4.1267,176.2289,2.6168,157.2362,0.0804,0.9592,2.8425,TLF,Forward Lean,3
157.2587,4.1452,176.2651,2.6182,157.2587,0.0804,0.9587,2.8143,TLF,Forward Lean,3
157.0794,4.1565,176.2857,2.6517,157.0794,0.0806,0.9584,2.7973,TLF,Forward Lean,3
157.0505,4.1661,176.2844,2.6657,157.0505,0.0809,0.9582,2.7981,TLF,Forward Lean,3
156.6836,4.1497,176.1949,2.7065,156.6836,0.081,0.9591,2.8663,TLF,Forward Lean,3
155.8254,4.1377,176.0493,2.778,155.8254,0.0804,0.96,2.9746,TLF,Forward Lean,3
159.147,4.2571,175.847,2.2566,159.147,0.0785,0.9586,3.128,TLF,Forward Lean,3
158.652,4.3424,175.8155,2.3117,158.652,0.0783,0.9571,3.1445,TLF,Forward Lean,3
157.6282,4.3597,175.8344,2.4621,157.6282,0.0788,0.9571,3.1288,TLF,Forward Lean,3
157.0517,4.343,175.8287,2.538,157.0517,0.0788,0.9578,3.1322,TLF,Forward Lean,3
156.7598,4.3371,175.8177,2.5768,156.7598,0.0789,0.9583,3.1407,TLF,Forward Lean,3
156.5235,4.3318,175.7982,2.6,156.5235,0.0788,0.9586,3.1551,TLF,Forward Lean,3
156.3077,4.3292,175.7963,2.6306,156.3077,0.0788,0.9589,3.1565,TLF,Forward Lean,3
156.0165,4.3205,175.9224,2.6907,156.0165,0.079,0.9586,3.0618,TLF,Forward Lean,3
156.5972,4.3119,175.9534,2.6083,156.5972,0.0787,0.9587,3.0387,TLF,Forward Lean,3
156.9,4.2518,175.971,2.5619,156.9,0.0784,0.96,3.0288,TLF,Forward Lean,3
156.7052,4.235,175.9729,2.5835,156.7052,0.0783,0.9604,3.0285,TLF,Forward Lean,3
161.6785,4.3245,175.9808,2.0598,161.6785,0.0834,0.9581,3.0247,TLF,Forward Lean,3
163.8161,4.3906,176.0395,1.9601,163.8161,0.0926,0.9558,2.9775,TLF,Forward Lean,3
163.606,3.5392,177.1838,1.7987,163.606,0.0766,0.9484,1.8088,TLF,Forward Lean,3
162.9552,4.0844,177.1334,1.7582,162.9552,0.0718,0.9365,1.9148,TLF,Forward Lean,3
164.1245,4.382,177.9524,1.6582,164.1245,0.0694,0.9266,1.4022,TLF,Forward Lean,3
162.7388,4.2635,177.7263,1.7673,162.7388,0.0683,0.9304,1.5661,TLF,Forward Lean,3
163.349,4.3511,178.3069,1.7546,163.349,0.068,0.9281,1.1963,TLF,Forward Lean,3
165.1821,4.3377,177.8822,1.5112,165.1821,0.0687,0.9308,1.4903,TLF,Forward Lean,3
165.0751,4.4871,178.26,1.5235,165.0751,0.0668,0.9264,1.2362,TLF,Forward Lean,3
167.1227,4.4737,178.0361,1.2876,167.1227,0.068,0.9278,1.3924,TLF,Forward Lean,3
166.9109,4.4963,178.2094,1.3208,166.9109,0.0674,0.9266,1.2719,TLF,Forward Lean,3
167.1122,4.4084,178.2438,1.2971,167.1122,0.0672,0.9284,1.2462,TLF,Forward Lean,3
167.6855,4.401,178.2945,1.2478,167.6855,0.0678,0.9284,1.2118,TLF,Forward Lean,3
168.3597,4.2551,178.2977,1.2411,168.3597,0.0719,0.9318,1.2118,TLF,Forward Lean,3
170.3384,4.4002,178.1708,0.9632,170.3384,0.0707,0.9293,1.304,TLF,Forward Lean,3
170.2586,4.7484,178.283,0.9875,170.2586,0.0707,0.9222,1.2383,TLF,Forward Lean,3
170.0091,4.7374,178.2416,1.0111,170.0091,0.0706,0.9226,1.2671,TLF,Forward Lean,3
170.3514,4.7581,178.1525,0.9509,170.3514,0.0701,0.9225,1.3294,TLF,Forward Lean,3
166.9277,4.4078,179.0037,1.7743,166.9277,0.0848,0.9256,0.7197,TLF,Forward Lean,3
167.7952,4.306,178.813,1.5784,167.7952,0.0826,0.9285,0.8576,TLF,Forward Lean,3
167.4315,4.3783,178.9151,1.5515,167.4315,0.0779,0.9271,0.7913,TLF,Forward Lean,3
171.2516,4.3525,178.7232,0.9432,171.2516,0.0725,0.9282,0.9302,TLF,Forward Lean,3
170.8035,4.3117,178.6703,0.9858,170.8035,0.072,0.9293,0.9689,TLF,Forward Lean,3
170.2624,4.2315,178.5986,1.0436,170.2624,0.072,0.9315,1.0198,TLF,Forward Lean,3
170.0286,4.2767,178.6015,1.063,170.0286,0.0713,0.9306,1.0192,TLF,Forward Lean,3
169.6202,4.1998,178.5961,1.1121,169.6202,0.0713,0.9323,1.0208,TLF,Forward Lean,3
169.4594,4.2014,178.5455,1.1221,169.4594,0.0711,0.9325,1.0585,TLF,Forward Lean,3
168.3288,4.2077,178.5506,1.2667,168.3288,0.0714,0.9303,1.0332,TLF,Forward Lean,3
165.5716,4.0453,178.1155,1.4967,165.5716,0.0689,0.9352,1.3291,TLF,Forward Lean,3
163.1618,3.9822,178.158,1.8248,163.1618,0.0705,0.9373,1.3156,TLF,Forward Lean,3
162.6212,3.8789,178.1373,1.8702,162.6212,0.0699,0.9399,1.3344,TLF,Forward Lean,3
161.9407,3.9783,178.0029,1.7293,161.9407,0.0625,0.9385,1.4293,TLF,Forward Lean,3
141.5448,2.6306,178.9549,3.0318,141.5448,0.0499,0.9732,0.7218,TLF,Forward Lean,3
146.1873,3.0175,179.0197,2.8736,146.1873,0.053,0.9633,0.6805,TLF,Forward Lean,3
148.0124,3.1948,179.0679,2.8186,148.0124,0.0546,0.9587,0.6511,TLF,Forward Lean,3
148.7702,3.3239,179.0907,2.7334,148.7702,0.0541,0.9556,0.6371,TLF,Forward Lean,3
149.5152,3.407,179.1029,2.6921,149.5152,0.0545,0.9536,0.63,TLF,Forward Lean,3
149.8193,3.4478,179.1271,2.6554,149.8193,0.0542,0.9524,0.6134,TLF,Forward Lean,3
150.1537,3.476,179.1595,2.6305,150.1537,0.0542,0.9514,0.5898,TLF,Forward Lean,3
150.5327,3.4865,179.1586,2.6078,150.5327,0.0544,0.951,0.5905,TLF,Forward Lean,3
150.4668,3.5832,179.1901,2.5711,150.4668,0.0535,0.9484,0.5671,TLF,Forward Lean,3
151.1712,3.5487,179.0119,2.4958,151.1712,0.0534,0.9504,0.6956,TLF,Forward Lean,3
151.9936,3.5163,179.0264,2.4412,151.9936,0.0537,0.9506,0.6866,TLF,Forward Lean,3
152.722,3.5338,179.0348,2.3664,152.722,0.0534,0.95,0.6811,TLF,Forward Lean,3
153.3648,3.5147,178.9435,2.3036,153.3648,0.0534,0.9508,0.7461,TLF,Forward Lean,3
154.1231,3.5179,179.1537,2.2604,154.1231,0.0534,0.9492,0.5976,TLF,Forward Lean,3
154.2985,3.4794,179.1532,2.242,154.2985,0.0533,0.95,0.5982,TLF,Forward Lean,3
154.8933,3.4747,179.221,2.246,154.8933,0.0545,0.9493,0.5517,TLF,Forward Lean,3
156.6265,3.4942,179.2439,2.1888,156.6265,0.0569,0.9484,0.5355,TLF,Forward Lean,3
164.2629,3.7998,179.253,1.8911,164.2629,0.0731,0.9415,0.5318,TLF,Forward Lean,3
170.3227,3.8829,179.1194,1.4886,170.3227,0.0973,0.9401,0.6282,TLF,Forward Lean,3
175.758,4.1619,179.1558,0.5317,175.758,0.0897,0.9335,0.6043,TLF,Forward Lean,3
179.2257,4.6885,179.1899,-0.2216,179.2257,0.0801,0.9217,0.5826,TLF,Forward Lean,3
173.2222,4.9639,179.0899,-1.0351,173.2222,0.0774,0.9164,0.657,TLF,Forward Lean,3
172.1995,5.1666,179.0942,-1.1662,172.1995,0.077,0.9119,0.6536,TLF,Forward Lean,3
170.0774,5.5055,178.6908,-1.4776,170.0774,0.0759,0.9066,0.943,TLF,Forward Lean,3
170.8125,5.6593,178.684,-1.3437,170.8125,0.0737,0.9032,0.9485,TLF,Forward Lean,3
170.4864,6.0406,178.6646,-1.3784,170.4864,0.0732,0.8953,0.968,TLF,Forward Lean,3
171.3079,6.0911,178.5316,-1.2257,171.3079,0.0695,0.8947,1.059,TLF,Forward Lean,3
171.4104,6.0494,178.4465,-1.2107,171.4104,0.0687,0.8961,1.1215,TLF,Forward Lean,3
171.7454,6.0423,178.3307,-1.1771,171.7454,0.0683,0.897,1.2052,TLF,Forward Lean,3
172.1465,6.0424,178.2535,-1.1254,172.1465,0.0675,0.8976,1.2626,TLF,Forward Lean,3
150.4178,2.5766,177.6403,3.1923,150.4178,0.0698,0.9646,1.6761,TLF,Forward Lean,3
149.3634,3.1462,177.6295,3.2356,149.3634,0.0683,0.952,1.6955,TLF,Forward Lean,3
148.7098,3.435,177.6366,3.2763,148.7098,0.0677,0.9461,1.6939,TLF,Forward Lean,3
148.1444,3.7294,177.6798,3.3057,148.1444,0.0671,0.9395,1.6689,TLF,Forward Lean,3
147.9853,3.7978,177.6827,3.3123,147.9853,0.0669,0.938,1.6668,TLF,Forward Lean,3
147.4385,3.8947,177.7212,3.3314,147.4385,0.0661,0.9358,1.6408,TLF,Forward Lean,3
146.4983,4.0707,177.6098,3.3633,146.4983,0.0651,0.9339,1.7267,TLF,Forward Lean,3
146.5773,4.1291,177.5395,3.3984,146.5773,0.0661,0.9334,1.7815,TLF,Forward Lean,3
147.0227,4.1009,177.5753,3.4101,147.0227,0.0671,0.9342,1.7647,TLF,Forward Lean,3
146.5996,4.1182,177.5141,3.4576,146.5996,0.0673,0.9348,1.809,TLF,Forward Lean,3
146.627,4.0651,177.5617,3.5062,146.627,0.0682,0.9358,1.7767,TLF,Forward Lean,3
145.6358,4.0989,177.4397,3.5741,145.6358,0.0678,0.9368,1.8654,TLF,Forward Lean,3
145.7109,4.1621,177.439,3.577,145.7109,0.068,0.9357,1.8673,TLF,Forward Lean,3
147.3405,4.2589,177.2329,3.3364,147.3405,0.0669,0.9344,2.0151,TLF,Forward Lean,3
149.4964,4.2852,177.53,3.1521,149.4964,0.0671,0.9319,1.8019,TLF,Forward Lean,3
149.5998,4.325,177.5251,3.1063,149.5998,0.0663,0.9311,1.8045,TLF,Forward Lean,3
149.5925,4.443,177.4814,3.0186,149.5925,0.0645,0.9291,1.8443,TLF,Forward Lean,3
148.9768,4.5084,177.6963,3.1334,148.9768,0.0652,0.9267,1.6858,TLF,Forward Lean,3
149.8805,4.7223,177.6377,3.0243,149.8805,0.0649,0.9239,1.7259,TLF,Forward Lean,3
151.5056,4.377,177.67,2.9744,151.5056,0.0675,0.93,1.6858,TLF,Forward Lean,3
151.5819,4.2799,177.6855,2.9597,151.5819,0.0673,0.9313,1.6667,TLF,Forward Lean,3
152.4822,4.041,177.8254,2.8696,152.4822,0.067,0.9346,1.5624,TLF,Forward Lean,3
151.7361,4.0029,177.8265,2.9224,151.7361,0.0665,0.9356,1.5628,TLF,Forward Lean,3
150.231,4.0242,177.8484,3.066,150.231,0.0661,0.9351,1.5471,TLF,Forward Lean,3
149.2849,4.008,177.8533,3.1187,149.2849,0.0652,0.9357,1.5483,TLF,Forward Lean,3
148.776,3.9885,177.8238,3.1364,148.776,0.0646,0.9363,1.5692,TLF,Forward Lean,3
148.3515,4.0006,177.8067,3.1643,148.3515,0.0643,0.9361,1.5816,TLF,Forward Lean,3
148.8631,3.8478,178.0014,3.1688,148.8631,0.0651,0.9377,1.4384,TLF,Forward Lean,3
148.7202,3.8041,177.9873,3.1842,148.7202,0.0651,0.9386,1.4498,TLF,Forward Lean,3
148.6349,3.7774,177.989,3.1948,148.6349,0.0652,0.939,1.4491,TLF,Forward Lean,3
173.7194,6.0586,176.1996,0.2535,173.7194,0.0586,0.9146,2.916,TLF,Forward Lean,3
173.5508,6.1972,176.0869,0.2557,173.5508,0.0578,0.9131,2.9938,TLF,Forward Lean,3
174.6038,6.2426,175.8973,0.1279,174.6038,0.0567,0.914,3.137,TLF,Forward Lean,3
173.8052,6.2448,175.6786,0.1844,173.8052,0.0564,0.9158,3.3043,TLF,Forward Lean,3
174.6655,6.2298,175.5553,0.0882,174.6655,0.0568,0.917,3.3996,TLF,Forward Lean,3
173.7193,6.2318,175.4288,0.1799,173.7193,0.0603,0.9177,3.4972,TLF,Forward Lean,3
148.9991,5.3141,175.6002,2.6869,148.9991,0.06,0.9366,3.3793,TLF,Forward Lean,3
155.7374,5.39,175.8728,2.3617,155.7374,0.0686,0.9317,3.162,TLF,Forward Lean,3
159.7746,5.7796,175.7604,2.0668,159.7746,0.075,0.9248,3.2349,TLF,Forward Lean,3
167.6387,5.7443,175.7927,1.0303,167.6387,0.0726,0.9249,3.2109,TLF,Forward Lean,3
171.8958,5.7772,175.9724,0.5093,171.8958,0.0716,0.9232,3.0744,TLF,Forward Lean,3
177.4479,6.0522,175.9605,-0.1823,177.4479,0.0702,0.9178,3.0964,TLF,Forward Lean,3
178.4802,6.0983,176.0358,-0.2931,178.4802,0.0687,0.9163,3.0369,TLF,Forward Lean,3
179.7508,6.1246,176.0322,-0.4429,179.7508,0.0683,0.9159,3.0418,TLF,Forward Lean,3
179.2145,6.1976,176.0816,-0.5567,179.2145,0.0679,0.9141,3.0066,TLF,Forward Lean,3
178.9654,6.1919,176.0911,-0.5828,178.9654,0.0676,0.9142,2.9987,TLF,Forward Lean,3
178.5,6.1869,176.1067,-0.6339,178.5,0.0674,0.9142,2.9897,TLF,Forward Lean,3
177.6127,6.17,176.2234,-0.7196,177.6127,0.067,0.9137,2.8996,TLF,Forward Lean,3
177.1542,6.1795,176.2869,-0.7669,177.1542,0.0671,0.9133,2.8555,TLF,Forward Lean,3
176.6819,6.1181,176.379,-0.8155,176.6819,0.0675,0.9141,2.7886,TLF,Forward Lean,3
176.4224,6.1419,176.38,-0.8368,176.4224,0.0668,0.9138,2.7951,TLF,Forward Lean,3
176.2901,6.2286,176.4236,-0.8323,176.2901,0.0656,0.9118,2.7582,TLF,Forward Lean,3
176.6624,6.2826,176.4303,-0.7851,176.6624,0.0653,0.911,2.7515,TLF,Forward Lean,3
142.3295,5.1672,176.6352,3.2454,142.3295,0.0576,0.9342,2.6023,TLF,Forward Lean,3
131.2018,4.4912,176.6714,4.1338,131.2018,0.058,0.9489,2.5652,TLF,Forward Lean,3
130.9516,4.3184,176.8017,4.3428,130.9516,0.0605,0.9526,2.469,TLF,Forward Lean,3
156.8971,4.6446,176.8198,2.0762,156.8971,0.0609,0.9456,2.4631,TLF,Forward Lean,3
165.4715,4.7814,176.8437,1.2626,165.4715,0.064,0.9423,2.4451,TLF,Forward Lean,3
169.2363,4.9208,176.9145,0.8636,169.2363,0.0646,0.9389,2.3935,TLF,Forward Lean,3
171.8554,5.0565,176.9184,0.5746,171.8554,0.0651,0.9358,2.3874,TLF,Forward Lean,3
164.2922,17.273,152.586,-1.6798,164.2922,0.0828,0.9196,21.6229,TLL,Lateral Tilt Left,3
147.1091,15.0181,152.7984,0.8205,147.1091,0.0828,0.9584,21.0975,TLL,Lateral Tilt Left,3
145.2457,13.483,154.6578,1.4398,145.2457,0.088,0.9773,19.1823,TLL,Lateral Tilt Left,3
147.1158,12.9395,154.3986,1.0549,147.1158,0.0832,0.9885,19.3718,TLL,Lateral Tilt Left,3
143.5789,10.8507,157.954,2.6879,143.5789,0.1083,0.9838,16.8664,TLL,Lateral Tilt Left,3
145.733,8.4235,161.0893,2.7482,145.733,0.1038,0.9328,14.7819,TLL,Lateral Tilt Left,3
174.1123,9.7185,160.253,-2.1582,174.1123,0.0901,0.9615,15.4144,TLL,Lateral Tilt Left,3
157.6356,11.5155,154.8575,-0.32,157.6356,0.066,0.9925,19.5773,TLL,Lateral Tilt Left,3
153.9072,12.0145,154.3342,0.0546,153.9072,0.0732,0.9998,19.7176,TLL,Lateral Tilt Left,3
149.7779,12.0594,154.0738,0.5954,149.7779,0.0795,0.9996,20.0003,TLL,Lateral Tilt Left,3
143.9164,12.0716,154.132,1.465,143.9164,0.0826,0.9999,19.9182,TLL,Lateral Tilt Left,3
142.4758,12.5216,153.7625,1.3563,142.4758,0.0693,0.9921,20.1607,TLL,Lateral Tilt Left,3
136.4184,12.3337,153.17,1.8197,136.4184,0.0631,0.9984,20.0183,TLL,Lateral Tilt Left,3
134.5604,12.5111,152.9263,2.1119,134.5604,0.067,0.9982,20.2969,TLL,Lateral Tilt Left,3
133.7618,12.1969,153.1609,2.4012,133.7618,0.0723,0.9952,20.0166,TLL,Lateral Tilt Left,3
133.5036,12.3037,153.0795,2.4644,133.5036,0.0736,0.9966,20.1294,TLL,Lateral Tilt Left,3
134.1192,12.2344,153.0712,2.4631,134.1192,0.0758,0.9945,20.0019,TLL,Lateral Tilt Left,3
133.4791,12.1844,152.9636,2.5606,133.4791,0.0768,0.9927,20.1255,TLL,Lateral Tilt Left,3
133.499,12.2223,153.1048,2.5708,133.499,0.0766,0.9933,20.0263,TLL,Lateral Tilt Left,3
134.0268,11.9214,153.3549,2.5568,134.0268,0.0773,0.988,20.0659,TLL,Lateral Tilt Left,3
132.5501,11.7367,153.2911,2.7959,132.5501,0.0789,0.9835,20.0287,TLL,Lateral Tilt Left,3
131.7676,11.7745,153.281,2.877,131.7676,0.0785,0.9846,20.0476,TLL,Lateral Tilt Left,3
138.6677,12.2358,153.1654,1.8324,138.6677,0.0732,0.9947,20.2555,TLL,Lateral Tilt Left,3
142.4544,12.7728,152.6594,1.2281,142.4544,0.0693,0.9949,20.6691,TLL,Lateral Tilt Left,3
146.8955,13.2578,152.603,0.6816,146.8955,0.0685,0.9871,20.8557,TLL,Lateral Tilt Left,3
145.9978,13.7928,152.3942,0.7271,145.9978,0.0653,0.9775,20.876,TLL,Lateral Tilt Left,3
144.1479,13.772,152.2271,0.9305,144.1479,0.0662,0.9784,20.968,TLL,Lateral Tilt Left,3
142.6155,13.653,152.0716,1.0997,142.6155,0.0669,0.9823,21.0821,TLL,Lateral Tilt Left,3
142.1705,13.6232,151.9392,1.1438,142.1705,0.0674,0.9838,21.1775,TLL,Lateral Tilt Left,3
142.705,13.5822,151.878,1.0806,142.705,0.0678,0.9853,21.1914,TLL,Lateral Tilt Left,3
176.4539,3.796,158.1866,2.1917,176.4539,0.0699,0.8405,15.9669,TLR,Lateral Tilt Right,3
175.7681,3.8841,158.3173,2.0913,175.7681,0.0697,0.8414,15.8537,TLR,Lateral Tilt Right,3
176.1666,3.9784,158.31,2.1607,176.1666,0.0705,0.8431,15.8532,TLR,Lateral Tilt Right,3
176.1026,4.1843,158.0868,2.1938,176.1026,0.0709,0.8466,15.9848,TLR,Lateral Tilt Right,3
174.0143,4.4582,157.6388,2.0244,174.0143,0.0718,0.8481,16.2903,TLR,Lateral Tilt Right,3
169.6375,4.7261,157.8128,1.4154,169.6375,0.0691,0.8541,16.2709,TLR,Lateral Tilt Right,3
169.0488,4.6809,157.9947,1.3055,169.0488,0.0681,0.8523,16.1293,TLR,Lateral Tilt Right,3
168.0274,4.4991,158.114,1.1499,168.0274,0.0668,0.849,16.1031,TLR,Lateral Tilt Right,3
168.2294,4.3974,158.1269,1.1645,168.2294,0.0664,0.847,16.0922,TLR,Lateral Tilt Right,3
167.4572,4.3402,158.183,1.0534,167.4572,0.0654,0.8452,16.0204,TLR,Lateral Tilt Right,3
167.4457,4.2656,158.1482,1.0546,167.4457,0.0653,0.8434,16.035,TLR,Lateral Tilt Right,3
167.3652,4.2659,158.1484,1.0368,167.3652,0.0647,0.8434,16.0341,TLR,Lateral Tilt Right,3
167.5665,4.2894,158.0643,1.0594,167.5665,0.0642,0.8428,16.0749,TLR,Lateral Tilt Right,3
167.6975,4.2914,157.9886,1.0855,167.6975,0.0644,0.8421,16.1385,TLR,Lateral Tilt Right,3
167.7346,4.3081,157.8588,1.1096,167.7346,0.0647,0.8421,16.2189,TLR,Lateral Tilt Right,3
166.8045,4.4079,157.6838,1.0208,166.8045,0.0644,0.8434,16.3718,TLR,Lateral Tilt Right,3
166.9411,4.4631,157.6258,1.0396,166.9411,0.0642,0.8437,16.3861,TLR,Lateral Tilt Right,3
166.4154,4.4111,157.5313,0.9968,166.4154,0.0645,0.8415,16.4557,TLR,Lateral Tilt Right,3
171.068,4.6565,157.4152,1.4626,171.068,0.062,0.8449,16.457,TLR,Lateral Tilt Right,3
175.1278,5.336,156.1948,2.8168,175.1278,0.0587,0.8532,17.2843,TLR,Lateral Tilt Right,3
171.719,5.5776,155.7919,3.2105,171.719,0.0598,0.855,17.5788,TLR,Lateral Tilt Right,3
167.6188,5.9201,155.4707,3.34,167.6188,0.0556,0.859,17.6059,TLR,Lateral Tilt Right,3
161.5536,5.4833,155.8425,3.6871,161.5536,0.0545,0.8501,17.1424,TLR,Lateral Tilt Right,3
162.684,5.4056,157.0593,3.4123,162.684,0.0528,0.8524,16.1824,TLR,Lateral Tilt Right,3
158.0271,5.6831,156.4774,4.0856,158.0271,0.0573,0.861,16.7362,TLR,Lateral Tilt Right,3
157.282,5.7663,155.8194,4.3784,157.282,0.06,0.8639,17.279,TLR,Lateral Tilt Right,3
157.744,5.8844,155.6828,4.2589,157.744,0.0586,0.8638,17.3638,TLR,Lateral Tilt Right,3
159.1198,5.882,155.6182,4.1306,159.1198,0.0582,0.8629,17.4244,TLR,Lateral Tilt Right,3
158.8259,6.0495,155.5627,4.1313,158.8259,0.0578,0.866,17.5145,TLR,Lateral Tilt Right,3
158.1447,6.1847,155.4607,4.2917,158.1447,0.0593,0.869,17.6327,TLR,Lateral Tilt Right,3
